"Record Length",1252,"Points",-2.50232e-007,0.000441946
"Sample Interval",4e-010,s,-2.49832e-007,-0.000220973
"Trigger Point",625,"Samples",-2.49432e-007,0.00110486
"Trigger Time",0.578754,s,-2.49032e-007,-0.000441946
,,,-2.48632e-007,0.000220973
"Horizontal Offset",-2.50232e-007,s,-2.48232e-007,0
,,,-2.47832e-007,-0.000441946
,,,-2.47432e-007,0.000220973
,,,-2.47032e-007,-0.000441946
,,,-2.46632e-007,0
,,,-2.46232e-007,0
,,,-2.45832e-007,-0.000441946
,,,-2.45432e-007,0.000441946
,,,-2.45032e-007,0.000441946
,,,-2.44632e-007,0.000220973
,,,-2.44232e-007,-0.000883892
,,,-2.43832e-007,-0.000220973
,,,-2.43432e-007,-0.000220973
,,,-2.43032e-007,0.000883892
,,,-2.42632e-007,0.000883892
,,,-2.42232e-007,0.000441946
,,,-2.41832e-007,0
,,,-2.41432e-007,0
,,,-2.41032e-007,0
,,,-2.40632e-007,0
,,,-2.40232e-007,0.000662919
,,,-2.39832e-007,0.000220973
,,,-2.39432e-007,0.000220973
,,,-2.39032e-007,0.000220973
,,,-2.38632e-007,-0.000441946
,,,-2.38232e-007,0
,,,-2.37832e-007,0.000662919
,,,-2.37432e-007,-0.000220973
,,,-2.37032e-007,0
,,,-2.36632e-007,0
,,,-2.36232e-007,0.000220973
,,,-2.35832e-007,0.000220973
,,,-2.35432e-007,0.000441946
,,,-2.35032e-007,0.000220973
,,,-2.34632e-007,-0.000662919
,,,-2.34232e-007,0.000662919
,,,-2.33832e-007,0.000220973
,,,-2.33432e-007,0.000441946
,,,-2.33032e-007,0.000662919
,,,-2.32632e-007,0.000220973
,,,-2.32232e-007,0
,,,-2.31832e-007,-0.000662919
,,,-2.31432e-007,0.000220973
,,,-2.31032e-007,0.000662919
,,,-2.30632e-007,0.000662919
,,,-2.30232e-007,0.000220973
,,,-2.29832e-007,0.000441946
,,,-2.29432e-007,0.000662919
,,,-2.29032e-007,0
,,,-2.28632e-007,-0.000220973
,,,-2.28232e-007,-0.000662919
,,,-2.27832e-007,-0.000220973
,,,-2.27432e-007,-0.000220973
,,,-2.27032e-007,-0.000220973
,,,-2.26632e-007,0.000220973
,,,-2.26232e-007,0
,,,-2.25832e-007,0
,,,-2.25432e-007,0.000220973
,,,-2.25032e-007,-0.000220973
,,,-2.24632e-007,-0.000441946
,,,-2.24232e-007,-0.000441946
,,,-2.23832e-007,0.000662919
,,,-2.23432e-007,0.000441946
,,,-2.23032e-007,0.000220973
,,,-2.22632e-007,0
,,,-2.22232e-007,0.00132584
,,,-2.21832e-007,0.000441946
,,,-2.21432e-007,0.000220973
,,,-2.21032e-007,0.000441946
,,,-2.20632e-007,-0.000220973
,,,-2.20232e-007,0.000220973
,,,-2.19832e-007,0
,,,-2.19432e-007,-0.000220973
,,,-2.19032e-007,0.000220973
,,,-2.18632e-007,0
,,,-2.18232e-007,0.000441946
,,,-2.17832e-007,-0.000441946
,,,-2.17432e-007,-0.000220973
,,,-2.17032e-007,0
,,,-2.16632e-007,-0.000220973
,,,-2.16232e-007,0.000441946
,,,-2.15832e-007,0.000441946
,,,-2.15432e-007,0
,,,-2.15032e-007,0.000883892
,,,-2.14632e-007,-0.000220973
,,,-2.14232e-007,0.000441946
,,,-2.13832e-007,0
,,,-2.13432e-007,0
